CityName,Lat,Lon,Population
Surf City,34.4339,-77.5641,2342
Saint Paul,41.214,-98.4601,2342
Canton,40.1295,-91.5266,2340
Hermann,38.6983,-91.4342,2340
Lake Village,33.3299,-91.2847,2338
Waynesboro,35.3236,-87.7593,2337
Loxley,30.6822,-87.7418,2336
Hudson Oaks,32.7508,-97.6999,2335
East Bernard,29.5241,-96.0622,2335
Aliceville,33.1237,-88.1594,2335
Panorama Village,30.3806,-95.4944,2334
Flandreau,44.0465,-96.5983,2333
Rangely,40.0864,-108.7774,2332
Herington,38.6863,-96.867,2332
Parkside,39.8674,-75.378,2331
Johnston,33.8327,-81.8051,2331
Alamo,35.7831,-89.1167,2329
La Salle,40.3484,-104.7062,2327
Albion,41.3966,-85.4186,2327
Monroe,38.6229,-112.1198,2326
Carlin,40.719,-116.108,2324
Cowpens,35.0188,-81.8043,2324
Shenandoah,38.4875,-78.6171,2323
Arcola,29.5031,-95.469,2323
Purvis,31.1428,-89.4045,2322
Moorhead,33.4494,-90.5063,2322
Hardinsburg,37.7755,-86.4536,2322
Parsons,35.6512,-88.123,2320
Uniontown,32.449,-87.4958,2320
Elm Springs,36.2069,-94.2366,2320
Inman,35.0469,-82.0914,2320
Antlers,34.2325,-95.6214,2318
Spirit Lake,47.966,-116.8701,2318
Belmond,42.8466,-93.6084,2317
Calera,33.9313,-96.4299,2316
Laurel Park,35.3118,-82.5039,2315
Dousman,43.0076,-88.4768,2314
Greensboro,32.7014,-87.595,2314
Johnsonburg,41.4913,-78.6791,2313
Portola,39.8241,-120.4733,2313
Bridgeport,34.9495,-85.7243,2312
Colstrip,45.8943,-106.628,2311
Anson,32.755,-99.8962,2310
Idalou,33.6624,-101.6837,2310
Westmoreland,36.5606,-86.2442,2310
Pawling,41.5633,-73.5988,2310
Hull,43.1895,-96.1339,2309
Petersburg,38.4919,-87.281,2307
Excelsior,44.9014,-93.5665,2307
Good Hope,34.1098,-86.865,2305
Wrightsville,34.6109,-92.2136,2304
Bronson,41.8728,-85.1915,2304
Geistown,40.2934,-78.8726,2303
Mitchellville,41.668,-93.3629,2303
Pineridge,33.9084,-81.0975,2302
Gold Bar,47.8566,-121.6927,2301
Belgium,43.5019,-87.8476,2301
Redington Shores,27.8294,-82.8274,2301
Pequot Lakes,46.5875,-94.2983,2300
Cass City,43.6007,-83.1767,2298
Alpha,40.6598,-75.1571,2297
Wrightsville,40.0239,-76.5311,2296
Meeker,40.0498,-107.8952,2295
Saint Paul,38.8484,-90.7406,2295
Redfield,44.8724,-98.5186,2295
Riverside,33.6171,-86.2042,2294
Junction City,37.5857,-84.7902,2294
Rogue River,42.4355,-123.1683,2294
Sag Harbor,40.997,-72.2892,2292
Walton Hills,41.3662,-81.5554,2292
Tool,32.2803,-96.1725,2291
Baldwin,29.8388,-91.5522,2291
Ashville,33.8331,-86.2698,2291
Mosheim,36.1955,-82.9646,2289
Terrace Park,39.1585,-84.3111,2289
Winsted,44.9574,-94.0498,2289
Salado,30.9486,-97.527,2288
Croswell,43.2736,-82.6177,2288
Falconer,42.119,-79.1973,2287
Star Valley,34.2611,-111.2197,2287
Clinton,42.0699,-83.9687,2287
Wellston,38.6751,-90.2941,2286
Red Lodge,45.1933,-109.2501,2286
Cascade,42.3018,-91.0046,2285
Watsontown,41.085,-76.8646,2284
Westmorland,33.0389,-115.6223,2284
Cairo,37.0062,-89.1819,2283
Magnolia,31.1619,-90.467,2283
Ogdensburg,41.0769,-74.5973,2282
Iona,43.5258,-111.9308,2282
York,32.4998,-88.2938,2280
Farmington,40.6972,-90.0034,2280
Altamont,39.0571,-88.7475,2280
Center,37.7514,-106.1102,2277
Tompkinsville,36.7012,-85.6927,2277
Oyster Bay Cove,40.857,-73.5038,2275
Buchanan,41.2643,-73.9465,2275
Guin,33.9829,-87.9017,2274
Fowler,40.6171,-87.3185,2274
Eatonville,28.6168,-81.3905,2273
Tazewell,36.4626,-83.567,2273
Henry,41.1173,-89.3568,2273
La Porte City,42.3137,-92.1912,2272
Valley,41.3175,-96.3481,2271
Fredonia,37.5329,-95.8223,2270
Plattsburg,39.5644,-94.4615,2269
Chesaning,43.1851,-84.12,2269
Seneca,41.3211,-88.5881,2268
Lamoni,40.6205,-93.9343,2267
Phoenix,43.2316,-76.2961,2266
Evarts,36.8645,-83.1926,2266
Elwood,41.4072,-88.1273,2265
Goldsby,35.1304,-97.4779,2265
Pulaski,43.5656,-76.127,2263
Lineville,33.3123,-85.7508,2263
Stonewall,32.2716,-93.8099,2262
Woodsfield,39.7631,-81.1168,2261
Janesville,44.1214,-93.7107,2259
Mount Vernon,32.1836,-82.5953,2258
Bottineau,48.8251,-100.4445,2255
Park Falls,45.9348,-90.4463,2254
Denmark,44.3492,-87.8313,2253
Arthur,39.7144,-88.4694,2253
Newtown,40.229,-74.9324,2251
Cross Lake,46.6755,-94.0955,2251
Liverpool,43.1062,-76.2093,2250
Spencer,39.2861,-86.7726,2250
Brownsville,40.0188,-79.8911,2249
Westby,43.653,-90.8584,2248
Gibbsboro,39.8332,-74.9657,2247
Green Level,36.1232,-79.3461,2247
Earle,35.2734,-90.4642,2244
Welch,37.4455,-81.5721,2240
Blackville,33.3552,-81.2835,2240
Vernonia,45.8611,-123.1834,2240
Fredonia,43.4715,-87.9489,2239
Wenonah,39.7913,-75.1486,2239
Waterloo,41.4317,-85.0299,2239
Lisbon,41.9205,-91.3917,2239
Madelia,44.0482,-94.4198,2239
Mason,30.748,-99.2288,2238
Bridgman,41.9396,-86.5652,2238
New Market,38.6459,-78.6709,2237
Gates Mills,41.5315,-81.41,2235
Holden,38.7136,-93.9895,2235
Jonesville,36.2335,-80.8362,2234
Oxford,33.6277,-83.8721,2234
Durant,33.0799,-89.8566,2234
Hudson,41.8569,-84.3451,2231
Greenport,41.1031,-72.3669,2230
Ely,41.8753,-91.585,2230
Sterling,38.2094,-98.2063,2230
Waterford,42.7917,-73.6789,2226
Poth,29.0726,-98.0809,2225
Helmetta,40.3777,-74.4239,2223
Gaylord,44.5555,-94.2123,2223
North Prairie,42.9357,-88.4038,2222
Hickman,40.624,-96.6309,2221
South Fulton,36.4934,-88.8835,2220
Newkirk,36.8816,-97.0554,2220
West Terre Haute,39.4638,-87.4506,2219
Dry Ridge,38.6837,-84.6006,2219
Wynnewood,34.6442,-97.1627,2217
Holyoke,40.5826,-102.2985,2215
Polo,41.9847,-89.5789,2213
Hennessey,36.1056,-97.8989,2212
Sugarcreek,40.5076,-81.6409,2212
Jonesville,41.9785,-84.6656,2212
Utica,40.2335,-82.441,2211
Lumberton,31.0065,-89.4613,2211
Ludowici,31.7097,-81.7457,2210
Old Brookville,40.8332,-73.6039,2207
Fairfield Bay,35.605,-92.2659,2207
Lewistown,40.3968,-90.1555,2207
Royal City,46.9,-119.6142,2205
Ferdinand,38.2265,-86.8626,2205
Lakin,37.9398,-101.2587,2205
Penndel,40.1552,-74.9147,2202
Windham,41.2375,-81.0373,2202
Willamina,45.0788,-123.4843,2200
Amherst,37.5816,-79.0508,2199
Adamsville,35.2559,-88.3863,2198
Upper Nyack,41.1143,-73.9057,2197
Creston,40.9763,-81.9,2195
Wells,43.7432,-93.7278,2195
Elmwood Place,39.1855,-84.4889,2194
Sewall's Point,27.1971,-80.1982,2193
Kershaw,34.5443,-80.5866,2193
Haverhill,26.6909,-80.1218,2191
Marionville,37.0023,-93.636,2191
Camden,43.3365,-75.7478,2190
Hawley,46.877,-96.3178,2190
Cimarron,37.8097,-100.345,2190
Union,45.2089,-117.8679,2188
Cordova,60.5348,-145.6092,2187
Schofield,44.9147,-89.6158,2186
Centerburg,40.3035,-82.6975,2186
Waskom,32.4766,-94.0646,2184
Weimar,29.7,-96.7773,2184
Spencerville,40.7079,-84.3526,2183
Cleona,40.3385,-76.477,2182
McAdoo,40.9009,-75.9924,2182
Carlisle,34.7947,-91.7361,2182
Mason City,40.2022,-89.6972,2181
Farmington,34.9224,-88.4432,2181
Chiefland,29.4895,-82.8665,2180
Hope,39.2993,-85.766,2180
Glendale,39.2705,-84.458,2180
Cherryvale,37.2693,-95.554,2180
Hickman,36.565,-89.1836,2180
De Leon,32.1114,-98.5351,2178
Combine,32.591,-96.5202,2177
Marlborough,38.5682,-90.3395,2177
Piketon,39.0649,-82.9985,2174
Spring Grove,39.8809,-76.8641,2173
Canisteo,42.2703,-77.6056,2170
Cheney,37.6352,-97.7797,2170
Rockport,37.8899,-87.0537,2169
Albany,40.3057,-85.2332,2169
Pine Beach,39.9359,-74.17,2168
Coaldale,40.8197,-75.9161,2166
Morenci,41.7226,-84.2169,2166
Carnation,47.6446,-121.9048,2164
Caryville,36.3251,-84.2199,2164
Toledo,41.9902,-92.5803,2164
Spiro,35.2412,-94.6229,2164
Vincent,33.3849,-86.4087,2162
Fremont,41.7298,-84.9343,2162
Brewster,40.7135,-81.599,2162
Shiner,29.4333,-97.1734,2161
Oakbrook Terrace,41.8539,-87.9684,2161
Lavonia,34.4345,-83.1082,2161
North Plains,45.5969,-122.9956,2159
Calabash,33.8945,-78.5571,2158
Trinity,34.6004,-87.0837,2156
Manchester,42.1484,-84.0347,2156
Ware Shoals,34.3921,-82.2421,2155
Lipscomb,33.4261,-86.926,2153
Arlington,44.6085,-94.0764,2153
New Glarus,42.813,-89.6337,2152
Rouses Point,44.9933,-73.3633,2152
Brinkley,34.8898,-91.1899,2152
Brighton,39.0405,-90.1405,2151
Lexington,35.0179,-97.3345,2151
Quitman,32.0417,-88.7202,2151
New Ellenton,33.4192,-81.6813,2151
Saint George,33.186,-80.5794,2151
Dublin,40.373,-75.204,2150
Fort Pierre,44.3679,-100.3831,2150
Caledonia,42.9755,-77.8571,2147
Rising Sun,38.9531,-84.8544,2146
Jasonville,39.1619,-87.1995,2145
Victor,43.6013,-111.1108,2145
Ashford,31.1859,-85.2363,2144
Rockwell,35.5538,-80.4072,2142
Canajoharie,42.8998,-74.57,2142
Polk City,28.1804,-81.8295,2141
Tremont,40.5249,-89.4906,2141
Whitney,31.952,-97.3192,2139
Redgranite,44.0513,-89.1058,2138
Essex Fells,40.827,-74.2798,2137
Pink,35.2326,-97.1001,2137
Gassville,36.285,-92.4868,2136
Pawnee,36.3363,-96.8019,2136
Marceline,39.7166,-92.9473,2136
Madison,36.3868,-79.975,2134
Atlantis,26.5961,-80.1031,2133
Franklinton,36.1011,-78.4522,2132
Anthony,37.1573,-98.0407,2132
Wilmerding,40.3942,-79.8101,2130
Shinnston,39.3923,-80.2989,2129
Wellington,34.8538,-100.2141,2129
Clinton,42.5574,-88.8679,2127
Oak Hill,28.8783,-80.8353,2127
Malone,30.9586,-85.1621,2127
Rainier,46.8917,-122.6867,2126
Huntington,31.2803,-94.5772,2126
Belvedere,37.8735,-122.4662,2126
Horseshoe Bend,36.2217,-91.7396,2126
Maple Lake,45.2334,-94.0059,2126
Hertford,36.1813,-76.4673,2124
Southmont,40.3108,-78.9327,2123
New Boston,38.7516,-82.9351,2123
Cabool,37.1262,-92.1032,2123
Geneva,40.5295,-97.5991,2122
Glenwood,34.3278,-93.5311,2122
Willow Springs,36.9878,-91.962,2120
Cumberland,45.5358,-92.0259,2119
Fishkill,41.5339,-73.8942,2119
Angola,42.6378,-79.0295,2119
Star City,33.9406,-91.84,2119
Mars Hill,35.8281,-82.5485,2118
Walden,35.1635,-85.3098,2118
Braddock,40.4018,-79.8688,2116
Rockwell City,42.3981,-94.6289,2114
Falmouth,38.6708,-84.3311,2114
Kountze,30.3724,-94.316,2113
Cloverdale,39.5211,-86.7995,2113
Williamsport,39.5974,-77.818,2113
Liberty,37.3206,-84.9286,2113
Belleair Bluffs,27.9199,-82.8196,2112
Olton,34.1802,-102.137,2112
Holcomb,37.986,-100.9936,2112
Simmesport,30.9805,-91.8143,2111
Auburn,43.6021,-84.0757,2111
Elkton,36.8135,-87.1612,2111
Cedar Grove,43.5682,-87.8243,2108
Greensburg,37.2598,-85.4965,2108
Berkeley Lake,33.9806,-84.1839,2107
Kure Beach,34.0004,-77.9076,2105
Pegram,36.1037,-87.0565,2105
Malad City,42.1903,-112.25,2104
Parma,43.7863,-116.9428,2104
Granby,36.918,-94.2607,2104
Ord,41.5993,-98.9165,2103
New Eagle,40.2064,-79.9532,2103
Hanley Hills,38.6856,-90.325,2103
Pecatonica,42.3085,-89.3578,2102
Versailles,39.0636,-85.2564,2102
Conway,40.6674,-80.2411,2101
North Pole,64.753,-147.36,2101
Kirbyville,30.6578,-93.9001,2100
Hale Center,34.0661,-101.8462,2099
Cambridge,41.2983,-90.1908,2099
Bowdon,33.5378,-85.2539,2099
Coal Grove,38.4976,-82.6423,2099
Lake Lotawana,38.902,-94.2626,2099
Dolgeville,43.1031,-74.7749,2098
Gurdon,33.9155,-93.1544,2098
Aviston,38.6163,-89.6088,2098
Orleans,38.6615,-86.4517,2098
Sac City,42.4217,-94.9979,2098
Buena Vista,32.3188,-84.5177,2096
Postville,43.084,-91.5683,2096
Oakley,39.1234,-100.8449,2096
Jonesville,31.6238,-91.83,2095
Kearny,33.0564,-110.9074,2095
Turner,44.8489,-122.9518,2095
Graysville,33.6583,-86.9674,2094
Lithonia,33.7128,-84.106,2094
Mount Jackson,38.7394,-78.6513,2093
Pearson,31.297,-82.8544,2093
Ridgetop,36.4047,-86.7682,2092
Wewahitchka,30.1153,-85.1932,2091
Haynesville,32.9667,-93.1376,2091
Helper,39.6898,-110.8596,2091
Houston,37.3212,-91.9611,2090
Memphis,34.7268,-100.5417,2089
Mayer,44.8868,-93.8902,2089
Erath,29.9587,-92.037,2087
Walnutport,40.7515,-75.5956,2086
New Stanton,40.2237,-79.6086,2086
Greenfield,36.16,-88.8036,2083
Ronan,47.5287,-114.1005,2083
Four Oaks,35.4503,-78.4177,2082
Kohler,43.7363,-87.7794,2081
East McKeesport,40.3848,-79.8075,2081
Chouteau,36.1882,-95.3362,2081
Stanfield,45.7849,-119.219,2081
Yorktown,28.9829,-97.505,2080
Milford,40.7724,-97.0537,2080
Newburgh Heights,41.4509,-81.6627,2080
New Haven,38.6048,-91.2178,2078
Stratford,36.3366,-102.0739,2077
Columbus Grove,40.919,-84.0595,2077
Eagle,42.879,-88.4696,2076
Bellport,40.7546,-72.9424,2076
McDonald,40.3701,-80.2323,2076
Chevy Chase Village,38.9698,-77.0793,2076
Granby,40.0657,-105.9195,2074
Eureka Springs,36.4105,-93.745,2074
Veedersburg,40.1128,-87.2566,2074
Pinehurst,30.1087,-93.7705,2073
Palmer,32.425,-96.6733,2073
Lisbon,46.4385,-97.6841,2073
Galesburg,42.2911,-85.4182,2073
Jonestown,30.4754,-97.9295,2071
Ganado,29.0413,-96.511,2070
Robesonia,40.3495,-76.1391,2070
Jal,32.1148,-103.19,2069
Topton,40.5032,-75.7023,2069
Gila Bend,32.9662,-112.7155,2069
Sea Isle City,39.1523,-74.6976,2068
Lima,42.9069,-77.6123,2068
Pardeeville,43.5359,-89.301,2067
Lyman,41.3275,-110.2975,2067
Jermyn,41.5274,-75.5456,2067
Rankin,40.4111,-79.8812,2067
East Helena,46.585,-111.9158,2067
Ida Grove,42.3439,-95.4732,2066
Colfax,41.68,-93.2386,2064
McCamey,31.1325,-102.22,2063
Cape Carteret,34.6973,-77.0572,2062
Imperial,40.5146,-101.6381,2062
Mountain Lake,43.9414,-94.9273,2061
West Branch,44.2736,-84.2362,2061
Hughesville,41.239,-76.7254,2060
Union City,35.4015,-97.9047,2060
Oakwood Hills,42.2478,-88.2393,2058
Tracy,44.2377,-95.6161,2056
Lovettsville,39.2735,-77.6399,2054
Thorsby,32.917,-86.7203,2054
Howard Lake,45.0605,-94.067,2054
Halstead,37.9999,-97.5102,2054
Lyons,40.2232,-105.2694,2053
Belville,34.2195,-77.9983,2052
Snow Hill,38.1655,-75.3968,2052
Westport,46.8919,-124.1121,2051
Johnson City,30.2743,-98.4064,2051
Council Grove,38.6623,-96.4917,2051
Eupora,33.5436,-89.2766,2051
Glen Rock,39.7935,-76.7307,2050
Woodville,41.451,-83.364,2049
Washburn,46.6769,-90.9017,2048
Southwest Greensburg,40.292,-79.5477,2048
Morrisville,44.5583,-72.5933,2048
Hinckley,41.7714,-88.6397,2048
Cardington,40.498,-82.8937,2048
Naples,40.4318,-109.4913,2048
Saint Croix Falls,45.4101,-92.6268,2047
Lexington,40.6469,-88.7847,2047
Laurel Hollow,40.8541,-73.4755,2046
Townsend,46.3192,-111.5197,2045
Canyonville,42.9274,-123.2781,2044
Cuba City,42.6036,-90.4317,2043
Mannington,39.5274,-80.3409,2043
Vinton,31.9598,-106.5935,2043
Splendora,30.2324,-95.1616,2042
Ball Ground,34.3427,-84.3634,2041
Cowarts,31.204,-85.3062,2040
Seneca,39.8376,-96.0689,2039
Liberty,39.6349,-84.926,2038
Port Allegany,41.8149,-78.2768,2037
Lexington,45.1381,-93.1714,2037
Ninety Six,34.1696,-82.024,2037
Arcanum,39.9923,-84.5543,2036
Lathrop,39.5515,-94.3286,2035
Shelby,33.9508,-90.7653,2035
North York,39.978,-76.7308,2034
Nisswa,46.5003,-94.2977,2034
Midway,31.8004,-81.4191,2033
Hurlock,38.6268,-75.864,2033
McColl,34.6664,-79.5446,2033
Columbia City,45.895,-122.8115,2031
Millville,41.6855,-111.8213,2030
Level Plains,31.307,-85.7688,2029
Leipsic,41.1094,-83.9676,2029
Lake Odessa,42.7824,-85.1374,2029
Boonville,43.4813,-75.3296,2028
Columbus,45.636,-109.2488,2028
Blanco,30.0987,-98.4169,2027
Caney,37.0137,-95.9319,2026
Belmont,34.5045,-88.208,2025
Shorewood Hills,43.0788,-89.447,2024
Sussex,41.2095,-74.6079,2024
Kemah,29.5307,-95.0194,2024
Wapello,41.1772,-91.1881,2023
Shelby,43.6117,-86.3648,2023
Ogden,42.0395,-94.0283,2022
Springfield,44.2373,-94.9814,2022
Ocean Gate,39.9268,-74.135,2021
Slayton,43.9902,-95.7576,2021
Albany,36.6906,-85.1353,2020
Leechburg,40.6303,-79.6022,2019
Roanoke,40.7969,-89.2022,2019
Lake Mills,43.4169,-93.5321,2019
Hamlin,32.8898,-100.1329,2018
Hillsboro Beach,26.2838,-80.0796,2017
Sharpsburg,35.8663,-77.8306,2017
South Greensburg,40.2783,-79.5473,2017
Astatula,28.7065,-81.7346,2016
Sparks,31.1693,-83.4405,2016
Aitkin,46.5303,-93.7051,2016
Girard,39.4466,-89.7821,2015
Eyota,43.9883,-92.2322,2015
Carrington,47.451,-99.1301,2014
North Beach,38.708,-76.5347,2014
Carbon Cliff,41.4982,-90.392,2013
Steele,36.0904,-89.846,2012
Estill Springs,35.2742,-86.1384,2011
Elsberry,39.1682,-90.7879,2011
Varnville,32.8521,-81.0802,2011
Jenkins,37.1831,-82.6302,2011
Saint Paris,40.127,-83.9643,2010
Mangonia Park,26.7586,-80.0761,2009
Ellinwood,38.3592,-98.5849,2009
Hildebran,35.7181,-81.4211,2007
Kechi,37.8234,-97.2891,2007
Burnham,40.6352,-77.5631,2006
Minonk,40.9104,-89.0381,2006
Valley View,41.3832,-81.6067,2006
Three Forks,45.8899,-111.5523,2006
Afton,42.7295,-110.9317,2005
Wilsonville,33.2356,-86.4881,2005
Eudora,33.1189,-91.264,2005
Trail Creek,41.6963,-86.8555,2003
Sigourney,41.3341,-92.2045,2002
Banks,45.6148,-123.1064,2002
Leonard,33.383,-96.2467,2001
Little River-Academy,30.9876,-97.3531,2000
Troup,32.145,-95.1224,2000
Edgerton,41.4497,-84.7497,2000
Stephens City,39.0902,-78.223,1999
Golden Meadow,29.3876,-90.2739,1999
Jonestown,40.4129,-76.4807,1999
Kahoka,40.4236,-91.7187,1999
Wrens,33.2069,-82.3878,1998
Waverly,37.034,-77.0956,1997
Creola,30.8902,-88.0101,1995
Monticello,37.8684,-109.3384,1995
South Zanesville,39.9037,-82.018,1994
Sumner,42.8498,-92.0971,1993
Seymour,37.1485,-92.7694,1993
Weatherby Lake,39.2365,-94.696,1993
Judsonia,35.277,-91.6411,1992
Dover,40.0033,-76.8484,1991
Clyde,43.0839,-76.8707,1990
Berlin,39.9215,-78.9509,1989
Camden,39.6374,-84.6446,1988
Stevensville,46.5111,-114.0788,1988
Beverly Hills,31.5224,-97.1564,1986
Stewart Manor,40.7202,-73.6853,1986
West Carthage,43.973,-75.6219,1986
Augusta,35.2856,-91.3617,1986
Syracuse,40.6635,-96.1827,1985
Britt,43.0975,-93.8032,1985
Ogden,39.1127,-96.7028,1985
Albany,32.7273,-99.2957,1983
Granite,34.9561,-99.3703,1983
River Heights,41.722,-111.8194,1982
Ellis,38.9367,-99.5594,1982
Rainier,46.0768,-122.9404,1982
Flora,40.5452,-86.5242,1981
Blooming Prairie,43.8683,-93.0552,1981
Baraga,46.7766,-88.4965,1980
Troy,31.2,-97.3019,1979
South Roxana,38.814,-90.0605,1978
Hoyt Lakes,47.56,-92.1159,1978
Farmer City,40.248,-88.6426,1977
Anderson,36.6533,-94.4441,1977
San Juan Bautista,36.8457,-121.5384,1976
Tchula,33.1831,-90.2232,1976
Prophetstown,41.6703,-89.9349,1974
Mount Olive,39.0726,-89.7277,1974
Mattawan,42.2165,-85.7858,1974
Kiefer,35.9439,-96.0527,1973
South Bloomfield,39.717,-82.9931,1972
Cave Junction,42.1672,-123.6473,1971
Campbellsport,43.5975,-88.2814,1970
Morris,33.7467,-86.8039,1970
Northwood,43.4441,-93.2166,1970
Coleraine,47.2638,-93.4524,1970
Collinsville,34.2669,-85.8653,1969
Manchester,38.6902,-83.6053,1969
Cooper,33.3717,-95.6912,1968
Goliad,28.6708,-97.3916,1968
Catlin,40.0675,-87.7081,1968
Jefferson,32.7634,-94.3511,1967
Rolling Fork,32.9073,-90.8769,1967
Princeville,35.8861,-77.5194,1966
Newtown,41.4119,-73.312,1965
Carlisle,38.3162,-84.0333,1963
Bellevue,40.6877,-89.6733,1962
Stevenson,34.8487,-85.8437,1961
Fisher,40.3157,-88.3502,1961
Badin,35.4072,-80.1184,1960
Minneapolis,39.1243,-97.6997,1960
New Chicago,41.5587,-87.2718,1959
Star City,39.6587,-79.9868,1958
Cordova,33.7613,-87.1925,1957
Jamestown,36.4319,-84.9341,1956
Springerville,34.156,-109.2989,1956
Guyton,32.341,-81.4226,1955
Patton Village,30.1956,-95.1697,1954
Painted Post,42.1634,-77.0925,1954
Beresford,43.0797,-96.7802,1953
Brundidge,31.7182,-85.8177,1952
Waurika,34.1846,-98.0245,1952
Piedmont,37.1491,-90.697,1951
Millersburg,44.6779,-123.0691,1951
Scottsville,43.0221,-77.7555,1950
Aberdeen,42.9441,-112.8384,1950
Huntington,39.3301,-110.9628,1950
Enterprise,45.4258,-117.2789,1950
Ponder,33.1776,-97.2909,1949
Kouts,41.3172,-87.0264,1949
Hopewell,40.3893,-74.7638,1948
Phoenix,41.6118,-87.6308,1948
Haskell,35.8187,-95.6805,1948
Battle Ground,40.5076,-86.8527,1946
Parkersburg,42.574,-92.7788,1946
Krebs,34.93,-95.72,1946
Elmendorf,29.2577,-98.3211,1945
Rockdale,41.5058,-88.1183,1945
Epworth,42.4474,-90.9309,1945
Yanceyville,36.4111,-79.3401,1944
Bull Shoals,36.3747,-92.5902,1944
Saint Matthews,33.664,-80.778,1944
Ocean Ridge,26.5288,-80.0499,1943
Englishtown,40.2971,-74.3607,1943
Three Rivers,28.4668,-98.1784,1943
Saltville,36.8751,-81.7642,1942
Gregory,27.9221,-97.2918,1942
Nettleton,34.0853,-88.6248,1942
Springfield,42.8623,-97.8964,1942
Demorest,34.5648,-83.5424,1940
Owens Cross Roads,34.5845,-86.4574,1939
Burns Flat,35.3548,-99.1751,1939
Lebanon Junction,37.8358,-85.7243,1939
Alorton,38.5849,-90.1137,1938
Maysville,34.2557,-83.5528,1938
Audubon,41.7181,-94.9286,1937
Linden,32.3001,-87.7926,1936
Alta,42.6717,-95.3045,1936
Italy,32.1858,-96.8867,1935
Baker,46.3645,-104.2729,1935
Malta,48.3555,-107.8709,1935
Brooklawn,39.8788,-75.1207,1934
Linden,33.011,-94.3626,1934
Calhoun Falls,34.0933,-82.5963,1934
Doniphan,36.6234,-90.8219,1933
Jacksboro,36.3353,-84.1925,1932
Hayden,40.4852,-107.2422,1932
Ashland,33.2704,-85.8337,1932
North Liberty,41.5326,-86.4279,1932
Volga,44.3234,-96.9222,1932
Custer,43.7677,-103.5989,1932
Limon,39.2653,-103.6852,1930
Zwolle,31.6398,-93.6412,1929
Coupeville,48.2172,-122.6775,1928
Carbon Hill,33.8944,-87.5224,1928
Pine Level,35.5038,-78.2501,1927
Saint Charles,43.2988,-84.1476,1927
Union,32.5711,-89.1152,1925
Glen Gardner,40.7004,-74.9395,1924
Slocomb,31.1103,-85.5954,1924
Hooker,36.8612,-101.216,1924
Durham,45.3941,-122.7581,1924
Sullivans Island,32.7684,-79.8354,1923
Atlantic Beach,40.5894,-73.7296,1922
New Athens,38.3188,-89.8743,1922
Phelps,42.958,-77.0622,1921
Hidden Hills,34.1637,-118.6612,1921
Chelsea,36.5323,-95.4355,1921
Warson Woods,38.6069,-90.3912,1921
Richmond,42.4641,-88.3088,1920
Van Horn,31.0407,-104.834,1919
Albion,38.3767,-88.0581,1918
Roman Forest,30.1812,-95.1549,1917
Carterville,37.1466,-94.4388,1916
Wadley,32.8663,-82.4014,1915
Tennille,32.9359,-82.8134,1915
Mart,31.5421,-96.8299,1914
Whitesburg,37.1182,-82.8231,1914
Mill City,44.7519,-122.478,1914
Dora,33.7292,-87.085,1913
Florala,31.0176,-86.3138,1913
Athens,39.9619,-89.7216,1911
Bernie,36.6717,-89.9707,1911
Spencer,44.7544,-90.2983,1910
New Johnsonville,36.0163,-87.9696,1910
Cave City,35.9482,-91.547,1909
Gate City,36.6401,-82.5782,1907
Richwood,38.2221,-80.5363,1906
Sunray,36.0182,-101.8245,1906
Arkoma,35.3374,-94.4438,1906
Liberty Hill,30.6635,-97.9077,1905
Mount Pleasant,35.3752,-80.4496,1904
Fairchance,39.8251,-79.754,1902
Youngstown,43.2486,-79.0444,1901
Navarre,40.7259,-81.513,1901
Medicine Lodge,37.2851,-98.5812,1901
Livingston,30.4953,-90.7467,1899
Scotland Neck,36.1308,-77.4214,1899
L'Anse,46.7525,-88.4477,1899
Great Falls,34.5753,-80.9048,1899
Hodgkins,41.7668,-87.8603,1897
Hurstbourne Acres,38.2201,-85.5907,1897
West Homestead,40.3978,-79.9185,1896
Navassa,34.283,-78.029,1895
Big Beaver,40.8233,-80.3633,1895
Venice,38.6719,-90.1689,1895
Belleville,39.8232,-97.6333,1895
South Connellsville,39.9946,-79.5807,1894
Hollis,34.6895,-99.9153,1894
Wesson,31.6999,-90.3959,1894
Napavine,46.5844,-122.9007,1893
Arcade,34.0694,-83.54,1893
Blacksburg,35.1221,-81.5182,1893
Buffalo,31.46,-96.066,1892
Canton,41.6566,-76.8529,1892
Hammond,44.969,-92.438,1891
Independence,30.6362,-90.5056,1891
Leesport,40.4452,-75.9686,1891
Yale,43.1277,-82.7973,1891
Pinedale,42.8676,-109.8706,1890
Alpine,40.9615,-73.9199,1890
Gibbon,40.7461,-98.8458,1890
Sesser,38.0905,-89.0509,1890
Samson,31.1124,-86.0462,1887
Greensboro,38.9765,-75.8081,1887
Sparta,37.002,-93.0846,1887
Laurel Springs,39.8213,-75.0053,1886
San Augustine,31.5297,-94.1108,1886
Gordon,32.8866,-83.3349,1886
Stockton,37.6971,-93.796,1886
Leslie,42.4506,-84.4332,1884
Pierson,29.2401,-81.4559,1883
Delcambre,29.9515,-91.9917,1883
Rolling Hills,33.76,-118.3471,1882
Sylvania,34.5619,-85.8045,1882
Merrionette Park,41.6812,-87.7012,1882
Somonauk,41.642,-88.6732,1881
Riverside,40.9461,-76.6461,1880
Meadowlakes,30.5639,-98.2954,1879
Colquitt,31.1741,-84.7319,1879
